Title,Description,Sentiment
Title 3897,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3898,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3899,I don't like Coca-Cola. It's too sugary.,Negative
Title 3900,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3901,Coca-Cola gives me a headache.,Negative
Title 3902,I don't like Coca-Cola. It's too sugary.,Negative
Title 3903,Coca-Cola gives me a headache.,Negative
Title 3904,Coca-Cola gives me a headache.,Negative
Title 3905,I don't like Coca-Cola. It's too sugary.,Negative
Title 3906,I don't like Coca-Cola. It's too sugary.,Negative
Title 3907,Coca-Cola gives me a headache.,Negative
Title 3908,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3909,I prefer other beverages over Coca-Cola.,Negative
Title 3910,I prefer other beverages over Coca-Cola.,Negative
Title 3911,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3912,I don't like Coca-Cola. It's too sugary.,Negative
Title 3913,Coca-Cola gives me a headache.,Negative
Title 3914,I prefer other beverages over Coca-Cola.,Negative
Title 3915,Coca-Cola gives me a headache.,Negative
Title 3916,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3917,Coca-Cola gives me a headache.,Negative
Title 3918,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3919,I don't like Coca-Cola. It's too sugary.,Negative
Title 3920,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3921,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3922,I prefer other beverages over Coca-Cola.,Negative
Title 3923,Coca-Cola gives me a headache.,Negative
Title 3924,I prefer other beverages over Coca-Cola.,Negative
Title 3925,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3926,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3927,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3928,I prefer other beverages over Coca-Cola.,Negative
Title 3929,Coca-Cola gives me a headache.,Negative
Title 3930,I prefer other beverages over Coca-Cola.,Negative
Title 3931,Coca-Cola gives me a headache.,Negative
Title 3932,Coca-Cola gives me a headache.,Negative
Title 3933,I don't like Coca-Cola. It's too sugary.,Negative
Title 3934,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3935,I prefer other beverages over Coca-Cola.,Negative
Title 3936,Coca-Cola gives me a headache.,Negative
Title 3937,I prefer other beverages over Coca-Cola.,Negative
Title 3938,I prefer other beverages over Coca-Cola.,Negative
Title 3939,Coca-Cola gives me a headache.,Negative
Title 3940,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3941,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3942,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3943,I don't like Coca-Cola. It's too sugary.,Negative
Title 3944,I don't like Coca-Cola. It's too sugary.,Negative
Title 3945,I don't like Coca-Cola. It's too sugary.,Negative
Title 3946,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3947,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3948,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3949,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3950,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3951,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3952,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3953,I don't like Coca-Cola. It's too sugary.,Negative
Title 3954,I prefer other beverages over Coca-Cola.,Negative
Title 3955,I don't like Coca-Cola. It's too sugary.,Negative
Title 3956,I don't like Coca-Cola. It's too sugary.,Negative
Title 3957,I prefer other beverages over Coca-Cola.,Negative
Title 3958,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3959,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3960,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3961,I don't like Coca-Cola. It's too sugary.,Negative
Title 3962,I prefer other beverages over Coca-Cola.,Negative
Title 3963,Coca-Cola gives me a headache.,Negative
Title 3964,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3965,I don't like Coca-Cola. It's too sugary.,Negative
Title 3966,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3967,I prefer other beverages over Coca-Cola.,Negative
Title 3968,I prefer other beverages over Coca-Cola.,Negative
Title 3969,I don't like Coca-Cola. It's too sugary.,Negative
Title 3970,Coca-Cola gives me a headache.,Negative
Title 3971,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3972,I don't like Coca-Cola. It's too sugary.,Negative
Title 3973,Coca-Cola gives me a headache.,Negative
Title 3974,I prefer other beverages over Coca-Cola.,Negative
Title 3975,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3976,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3977,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3978,Coca-Cola gives me a headache.,Negative
Title 3979,I don't like Coca-Cola. It's too sugary.,Negative
Title 3980,I prefer other beverages over Coca-Cola.,Negative
Title 3981,Coca-Cola gives me a headache.,Negative
Title 3982,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3983,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3984,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3985,Coca-Cola gives me a headache.,Negative
Title 3986,I prefer other beverages over Coca-Cola.,Negative
Title 3987,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3988,I don't like Coca-Cola. It's too sugary.,Negative
Title 3989,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3990,I prefer other beverages over Coca-Cola.,Negative
Title 3991,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3992,Coca-Cola gives me a headache.,Negative
Title 3993,Coca-Cola tastes awful compared to other drinks.,Negative
Title 3994,I prefer other beverages over Coca-Cola.,Negative
Title 3995,I prefer other beverages over Coca-Cola.,Negative
Title 3996,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3997,Coca-Cola gives me a headache.,Negative
Title 3998,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 3999,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4000,I prefer other beverages over Coca-Cola.,Negative
Title 4001,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4002,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4003,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4004,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4005,I prefer other beverages over Coca-Cola.,Negative
Title 4006,Coca-Cola gives me a headache.,Negative
Title 4007,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4008,Coca-Cola gives me a headache.,Negative
Title 4009,Coca-Cola gives me a headache.,Negative
Title 4010,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4011,I prefer other beverages over Coca-Cola.,Negative
Title 4012,I don't like Coca-Cola. It's too sugary.,Negative
Title 4013,Coca-Cola gives me a headache.,Negative
Title 4014,Coca-Cola gives me a headache.,Negative
Title 4015,I prefer other beverages over Coca-Cola.,Negative
Title 4016,I prefer other beverages over Coca-Cola.,Negative
Title 4017,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4018,I prefer other beverages over Coca-Cola.,Negative
Title 4019,Coca-Cola gives me a headache.,Negative
Title 4020,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4021,I don't like Coca-Cola. It's too sugary.,Negative
Title 4022,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4023,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4024,I don't like Coca-Cola. It's too sugary.,Negative
Title 4025,I don't like Coca-Cola. It's too sugary.,Negative
Title 4026,I don't like Coca-Cola. It's too sugary.,Negative
Title 4027,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4028,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4029,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4030,I don't like Coca-Cola. It's too sugary.,Negative
Title 4031,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4032,I don't like Coca-Cola. It's too sugary.,Negative
Title 4033,I prefer other beverages over Coca-Cola.,Negative
Title 4034,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4035,Coca-Cola gives me a headache.,Negative
Title 4036,I don't like Coca-Cola. It's too sugary.,Negative
Title 4037,I prefer other beverages over Coca-Cola.,Negative
Title 4038,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4039,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4040,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4041,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4042,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4043,I don't like Coca-Cola. It's too sugary.,Negative
Title 4044,I don't like Coca-Cola. It's too sugary.,Negative
Title 4045,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4046,I prefer other beverages over Coca-Cola.,Negative
Title 4047,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4048,Coca-Cola gives me a headache.,Negative
Title 4049,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4050,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4051,I don't like Coca-Cola. It's too sugary.,Negative
Title 4052,I prefer other beverages over Coca-Cola.,Negative
Title 4053,I don't like Coca-Cola. It's too sugary.,Negative
Title 4054,Coca-Cola gives me a headache.,Negative
Title 4055,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4056,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4057,I prefer other beverages over Coca-Cola.,Negative
Title 4058,I don't like Coca-Cola. It's too sugary.,Negative
Title 4059,I don't like Coca-Cola. It's too sugary.,Negative
Title 4060,Coca-Cola gives me a headache.,Negative
Title 4061,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4062,I don't like Coca-Cola. It's too sugary.,Negative
Title 4063,I prefer other beverages over Coca-Cola.,Negative
Title 4064,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4065,Coca-Cola gives me a headache.,Negative
Title 4066,I prefer other beverages over Coca-Cola.,Negative
Title 4067,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4068,Coca-Cola gives me a headache.,Negative
Title 4069,I prefer other beverages over Coca-Cola.,Negative
Title 4070,I don't like Coca-Cola. It's too sugary.,Negative
Title 4071,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4072,Coca-Cola gives me a headache.,Negative
Title 4073,I don't like Coca-Cola. It's too sugary.,Negative
Title 4074,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4075,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4076,I don't like Coca-Cola. It's too sugary.,Negative
Title 4077,I prefer other beverages over Coca-Cola.,Negative
Title 4078,Coca-Cola gives me a headache.,Negative
Title 4079,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4080,I don't like Coca-Cola. It's too sugary.,Negative
Title 4081,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4082,Coca-Cola gives me a headache.,Negative
Title 4083,Coca-Cola gives me a headache.,Negative
Title 4084,I don't like Coca-Cola. It's too sugary.,Negative
Title 4085,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4086,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4087,I don't like Coca-Cola. It's too sugary.,Negative
Title 4088,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4089,Coca-Cola gives me a headache.,Negative
Title 4090,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4091,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4092,I prefer other beverages over Coca-Cola.,Negative
Title 4093,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4094,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4095,I don't like Coca-Cola. It's too sugary.,Negative
Title 4096,Coca-Cola gives me a headache.,Negative
Title 4097,I prefer other beverages over Coca-Cola.,Negative
Title 4098,I don't like Coca-Cola. It's too sugary.,Negative
Title 4099,I don't like Coca-Cola. It's too sugary.,Negative
Title 4100,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4101,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4102,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4103,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4104,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4105,I don't like Coca-Cola. It's too sugary.,Negative
Title 4106,Coca-Cola gives me a headache.,Negative
Title 4107,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4108,I prefer other beverages over Coca-Cola.,Negative
Title 4109,I prefer other beverages over Coca-Cola.,Negative
Title 4110,I don't like Coca-Cola. It's too sugary.,Negative
Title 4111,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4112,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4113,I don't like Coca-Cola. It's too sugary.,Negative
Title 4114,I prefer other beverages over Coca-Cola.,Negative
Title 4115,I prefer other beverages over Coca-Cola.,Negative
Title 4116,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4117,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4118,Coca-Cola gives me a headache.,Negative
Title 4119,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4120,I prefer other beverages over Coca-Cola.,Negative
Title 4121,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4122,Coca-Cola gives me a headache.,Negative
Title 4123,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4124,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4125,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4126,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4127,I don't like Coca-Cola. It's too sugary.,Negative
Title 4128,I prefer other beverages over Coca-Cola.,Negative
Title 4129,Coca-Cola gives me a headache.,Negative
Title 4130,I prefer other beverages over Coca-Cola.,Negative
Title 4131,I don't like Coca-Cola. It's too sugary.,Negative
Title 4132,I don't like Coca-Cola. It's too sugary.,Negative
Title 4133,I don't like Coca-Cola. It's too sugary.,Negative
Title 4134,I don't like Coca-Cola. It's too sugary.,Negative
Title 4135,Coca-Cola tastes awful compared to other drinks.,Negative
Title 4136,I prefer other beverages over Coca-Cola.,Negative
Title 4137,I'm not a fan of Coca-Cola. It's too sweet.,Negative
Title 4138,Coca-Cola gives me a headache.,Negative
Title 4139,I don't like Coca-Cola. It's too sugary.,Negative
Title 4140,I prefer other beverages over Coca-Cola.,Negative
Title 4141,I don't like Coca-Cola. It's too sugary.,Negative
Title 4142,I don't like Coca-Cola. It's too sugary.,Negative
Title 4143,I don't like Coca-Cola. It's too sugary.,Negative
Title 4144,I don't like Coca-Cola. It's too sugary.,Negative
Title 4145,I don't like Coca-Cola. It's too sugary.,Negative
Title 4146,Coca-Cola gives me a headache.,Negative
